RefNo,Name,COUNTRY,REGION,Constituency/District,Year First Elected/Appointed,Out/Not Out (When First Elected),Year Out,Year Leaving Office,LGBTQ,Gender Identity,Party Affiliation,Party Ideology Family,Legislative Body,Level of Government,Position,Biography/Website,Elected/Appointed,City,State,Age,Current,Source,Race/Ethnicity
985,Julian Cyr,USA,North America,Cape and Islands,2016,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Massachusetts State Senate,State Legislature,,https://www.juliancyr.com/,#N/A,#N/A,Massachusetts,#N/A,Yes,#N/A,White
986,Jo Comerford,USA,North America,"Hampshire, Franklin, and Worcester",2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Massachusetts State Senate,State Legislature,,https://senatorjocomerford.org/,#N/A,#N/A,Massachusetts,#N/A,Yes,#N/A,White
987,Natalie Higgins,USA,North America,4,2017,#N/A,#N/A,#N/A,Queer,Woman,Democratic Party,Left,Massachusetts House of RepResentatives,State Legislature,,http://www.repnataliehiggins.com/,#N/A,#N/A,Massachusetts,#N/A,Yes,#N/A,White
988,Jeremy Moss,USA,North America,11,2019,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Michigan State Senate,State Legislature,,https://votejeremymoss.com/,#N/A,#N/A,Michigan,#N/A,Yes,#N/A,White
989,Tim Sneller,USA,North America,50,2017,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Michigan House of Representatives,State Legislature,,http://www.timsneller.com/,#N/A,#N/A,Michigan,#N/A,Yes,#N/A,White
990,Scott Dibble,USA,North America,"60, 61",2003,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Minnesota State Senate,State Legislature,,https://www.scottdibble.com/,#N/A,#N/A,Minnesota,#N/A,Yes,#N/A,White
991,Hunter Cantrell,USA,North America,56A,2018,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Minnesota House of Representatives,State Legislature,,https://ballotpedia.org/Hunter_Cantrell,#N/A,#N/A,Minnesota,#N/A,Yes,#N/A,White
992,Laurie Pohutsky,USA,North America,19,2019,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Michigan House of Representatives,State Legislature,,http://www.lauriepohutskyformichigan.com/about-laurie.html,#N/A,#N/A,Minnesota,#N/A,Yes,#N/A,White
993,Craig Hickman,USA,North America,14,2018,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Maine State Senate,State Legislature,,http://hickmaninthehouse.blogspot.com/,#N/A,#N/A,Maine,#N/A,No,#N/A,White
994,Ian Mackey,USA,North America,87,2018,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Missouri House of Representatives,State Legislature,,https://www.imackey.com/,#N/A,#N/A,Missouri,#N/A,Yes,#N/A,White
995,Diane Sands,USA,North America,49,2015,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,left,Montana State Senate,State Legislature,,https://ballotpedia.org/Diane_Sands,#N/A,#N/A,Montana,#N/A,Yes,#N/A,White
996,Bryce Bennett,USA,North America,50,2019,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Montana State Senate,State Legislature,,https://www.bennettformontana.com/,#N/A,#N/A,Montana,#N/A,Yes,#N/A,White
997,Andrea Olsen,USA,North America,100,2015,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Montana House of Representatives,State Legislature,,https://ballotpedia.org/Andrea_Olsen,#N/A,#N/A,Montana,#N/A,Yes,#N/A,White
998,Kim Abbott,USA,North America,83,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Montana House of Representatives,State Legislature,,https://ballotpedia.org/Kim_Abbott,#N/A,#N/A,Montana,#N/A,Yes,#N/A,White
999,Megan Hunt,USA,North America,8,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Nebraska Legsilature,State Legislature,,https://meganfornebraska.com/,#N/A,#N/A,Nebraska,#N/A,Yes,#N/A,White
1000,Melanie Scheibel,USA,North America,9,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Nevada State Senate,State Legislature,,https://www.melaniefornvsenate.com/,#N/A,#N/A,Nevada,#N/A,Yes,#N/A,White
1001,Sarah Peters,USA,North America,24,2018,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Nevada State Assembly,State Legislature,,https://www.votesarahpeters.com/sarah-peters-nevada-state-assembly-district-24/,#N/A,#N/A,Nevada,#N/A,Yes,#N/A,White
1002,Lisa Bunker,USA,North America,18,2018,#N/A,#N/A,#N/A,Transgender,Trans/Woman,Democratic Party,Left,New Hampshire House of Representatives,State Legislature,,https://ballotpedia.org/Lisa_Bunker,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,White
1003,Gerri Cannon,USA,North America,18,2018,#N/A,#N/A,#N/A,Transgender,Trans/Woman,Democratic Party,Left,New Hampshire House of Representatives,State Legislature,,https://ballotpedia.org/Gerri_Cannon,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,White
1005,Joyce Weston,USA,North America,8,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New Hampshire House of Representatives,State Legislature,,https://ballotpedia.org/Joyce_Weston,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,White
1006,Sue Mullen,USA,North America,7,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New Hampshire House of Representatives,State Legislature,,https://www.suemullennh.com/,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,White
1007,Rebecca Perkins Kwoka,USA,North America,21,2021,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New Hampshire State Senate,State Legislature,,https://www.voterebeccanh.com/,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,White
1008,Liz Stefanics,USA,North America,39,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New Mexico State Senate,State Legislature,,https://www.senatorlizstefanics.com/,#N/A,#N/A,New Mexico,#N/A,Yes,#N/A,White
1009,Jacob Candelaria,USA,North America,26,2012,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,New Mexico State Senate,State Legislature,,http://jacobcandelaria.com/,#N/A,#N/A,New Mexico,#N/A,Yes,#N/A,White
1010,Carrie Hamblen,USA,North America,38,2021,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New Mexico State Senate,State Legislature,,https://hamblennmsenate38.com/,#N/A,#N/A,New Mexico,#N/A,Yes,#N/A,White
1011,Deborah Glick,USA,North America,66,1991,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,New York State Assembly,State Legislature,,http://www.deborahglick.com/,#N/A,#N/A,New York,#N/A,Yes,#N/A,White
1012,Daniel J. O'Donnell,USA,North America,69,2003,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,left,New York State Assembly,State Legislature,,https://www.danieljodonnell.com/,#N/A,#N/A,New York,#N/A,Yes,#N/A,White
1013,Harry Bronson,USA,North America,138,2010,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,New York State Assembly,State Legislature,,https://bronsonforassembly.com/,#N/A,#N/A,New York,#N/A,Yes,#N/A,White
1014,Brad Hoylman,USA,North America,27,2012,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,New York State Senate,State Legislature,,https://bradhoylman.ngpvanhost.com/,#N/A,#N/A,New York,#N/A,Yes,#N/A,White
1015,Deb Butler,USA,North America,18,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,North Carolina House of Representatives,State Legislature,,https://electdebbutler.com/,#N/A,#N/A,North Carolina,#N/A,Yes,#N/A,White
1016,Marcia Morey,USA,North America,30,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,North Carolina House of Representatives,State Legislature,,https://www.marciamorey.com/news,#N/A,#N/A,North Carolina,#N/A,Yes,#N/A,White
1017,Alison Dahle,USA,North America,11,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,North Carolina House of Representatives,State Legislature,,https://www.allisonforhouse.com/,#N/A,#N/A,North Carolina,#N/A,Yes,#N/A,White
1018,Joshua Boschee,USA,North America,44,2012,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,North Dakota House of Representatives,State Legislature,,https://joshfornd.com/,#N/A,#N/A,North Dakota,#N/A,Yes,#N/A,White
1019,Nickie Antonio,USA,North America,23,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Ohio State Senate,State Legislature,,https://www.nickieantonio.com/,#N/A,#N/A,Ohio,#N/A,Yes,#N/A,White
1020,Kay Floyd,USA,North America,46,2014,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Oklahoma State Senate,State Legislature,,https://ballotpedia.org/Kay_Floyd,#N/A,#N/A,Oklahoma,#N/A,Yes,#N/A,White
1021,Tina Kotek,USA,North America,44,2006,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Oregon House of Representatives,State Legislature,,https://ballotpedia.org/Tina_Kotek,#N/A,#N/A,Oregon,#N/A,Yes,#N/A,White
1022,Rob Nosse,USA,North America,42,2014,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Oregon House of Representatives,State Legislature,,https://robnosse.com/,#N/A,#N/A,Oregon,#N/A,Yes,#N/A,White
1023,Karin Power,USA,North America,41,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Oregon House of Representatives,State Legislature,,https://www.karinpower.com/,#N/A,#N/A,Oregon,#N/A,Yes,#N/A,White
1024,Kate Lieber,USA,North America,14,2021,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Oregon State Senate,State Legislature,,https://www.katefororegon.com/,#N/A,#N/A,Oregon,#N/A,Yes,#N/A,White
1025,Brian Sims,USA,North America,182,2012,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Pennsylvania House of Representatives,State Legislature,,https://sims4pa.com/,#N/A,#N/A,Pennsylvania,#N/A,Yes,#N/A,White
1026,Jessica Benham,USA,North America,36,2021,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Pennsylvania House of Representatives,State legislature,,https://benhamforpa.com/,#N/A,#N/A,Pennsylvania,#N/A,Yes,#N/A,White
1027,Deb Ruggiero,USA,North America,74,2008,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Rhode Island House of Representatives,State Legislature,,https://debruggiero.com/,#N/A,#N/A,Rhode Island,#N/A,Yes,#N/A,White
1028,Sam Bell,USA,North America,5,2018,#N/A,#N/A,#N/A,Bisexual,Man,Democratic Party,Left,Rhode Island State Senate,State Legislature,,https://www.sambellpvd.com/,#N/A,#N/A,Rhode Island,#N/A,Yes,#N/A,White
1029,Rebecca Kislak,USA,North America,4,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,left,Rhode Island House of Representatives,State Legislature,,https://www.rebeccakislak.com/,#N/A,#N/A,Rhode Island,#N/A,Yes,#N/A,White
1030,Melissa Murray,USA,North America,24,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Rhode Island State Senate,State Legislature,,https://www.murrayforri.com/,#N/A,#N/A,Rhode Island,#N/A,Yes,#N/A,White
1031,Joe Shekarchi,USA,North America,23,2013,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Rhode Island House of Representatives,State Legislature,,http://www.rilin.state.ri.us/representatives/shekarchi/default.aspx,#N/A,#N/A,Rhode Island,#N/A,Yes,#N/A,White
1032,Julie Johnson,USA,North America,115,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Texas House of Representatives,State Legislature,,https://juliejohnsonfortexas.com/,#N/A,#N/A,Texas,#N/A,Yes,#N/A,White
1033,Erin Zweiner,USA,North America,45,2019,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Texas House of Representatives,State Legislature,,https://www.erinforyall.com/,#N/A,#N/A,Texas,#N/A,Yes,#N/A,White
1034,Ann Johnson,USA,North America,134,2021,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Texas House of Representatives,State Legislature,,https://www.annjohnson.com/,#N/A,#N/A,Texas,#N/A,Yes,#N/A,White
1035,Derek Kitchen,USA,North America,2,2019,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Utah State Senate,State Legislature,,https://www.derekkitchen.com/,#N/A,#N/A,Utah,#N/A,Yes,#N/A,White
1036,Bill Lippert,USA,North America,Chittenden 4-2,1993,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Vermont House of Representatives,State Legislature,,https://ballotpedia.org/William_Lippert_Jr.,#N/A,#N/A,Vermont,#N/A,Yes,#N/A,White
1037,Becca Balint,USA,North America,Windham County,2015,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Vermont State Senate,State Legislature,,https://beccabalint.com/,#N/A,#N/A,Vermont,#N/A,Yes,#N/A,White
1038,Kathleen James,USA,North America,Bennington-4,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Vermont House of Representatives,State Legislature,,https://kathjamesforstaterep.com/,#N/A,#N/A,Vermont,#N/A,Yes,#N/A,White
1039,John Killacky,USA,North America,Chittenden 7-3,2019,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Vermont House of Representatives,State Legislature,,https://www.johnkillacky.com/,#N/A,#N/A,Vermont,#N/A,Yes,#N/A,White
1040,Adam Ebbin,USA,North America,30,2012,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Virginia State Senate,State Legislature,,http://www.adamebbin.com/,#N/A,#N/A,Virginia,#N/A,Yes,#N/A,White
1041,Mark D. Sickles,USA,North America,43,2004,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Virginia House of Delegates,State Legislature,,http://www.marksickles.com/,#N/A,#N/A,Virginia,#N/A,Yes,#N/A,White
1042,Mark Levine,USA,North America,45,2016,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Virginia House of Delegates,State Legislature,,https://www.markfordelegate.com/,#N/A,#N/A,Virginia,#N/A,Yes,#N/A,White
1043,Danica Roem,USA,North America,13,2017,#N/A,#N/A,#N/A,Transgender,Trans/Woman,Democratic Party,Left,Virginia House of Delegates,State Legislature,,https://www.delegatedanicaroem.com/,#N/A,#N/A,Virginia,#N/A,Yes,#N/A,White
1044,Dawn Adams,USA,North America,68,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Virginia House of Delegates,State Legislature,,https://www.delegateadams.com/,#N/A,#N/A,Virginia,#N/A,Yes,#N/A,White
1045,Jamie Pedersen,USA,North America,43,2014,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Washington State Senate,State Legislature,,http://peopleforpedersen.org/,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1046,Marko Liias,USA,North America,21,2014,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,left,Washington State Senate,State Legislature,,http://markoforwa.com/,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1047,Laurie Jinkins,USA,North America,27,2011,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Washington House of Representatives,State Legislature,,https://www.lauriejinkins.com/,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1048,Joan McBride,USA,North America,48,2015,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Washington House of Representatives,State Legislature,,https://ballotpedia.org/Joan_McBride,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1049,Nicole Macri,USA,North America,43,2016,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Washington House of Representatives,State Legislature,,https://crosscut.com/author/nicole-macri,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1050,Emily Randall,USA,North America,26,2018,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Washington State Senate,State Legislature,,https://ballotpedia.org/Emily_Randall,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1051,Claire Wilson,USA,North America,30,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Washington State Senate,State Legislature,,http://claireforsenate.com/,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1052,Cody Thompson,USA,North America,43,2018,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,West Virginia House of Delegates,State Legislature,,https://www.votecodythompson.com/,#N/A,#N/A,West Virginia,#N/A,Yes,#N/A,White
1053,Tim Carpenter,USA,North America,3,2003,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Wisconsin State Senate,State Legislature,,https://ballotpedia.org/Tim_Carpenter,#N/A,#N/A,Wisconsin,#N/A,Yes,#N/A,White
1054,Mark Spreitzer,USA,North America,45,2015,#N/A,#N/A,#N/A,Gay,Man,Democratic Party,Left,Wisconsin State Assembly,State Legislature,,https://ballotpedia.org/Mark_Spreitzer,#N/A,#N/A,Wisconsin,#N/A,Yes,#N/A,White
1055,Greta Neubauer,USA,North America,66,2018,#N/A,#N/A,#N/A,Queer,Woman,Democratic Party,Left,Wisconsin State Assembly,State Legislature,,http://www.votegreta.com/,#N/A,#N/A,Wisconsin,#N/A,Yes,#N/A,White
1056,Lee Snodgrass,USA,North America,57,2021,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Wisconsin State Assembly,State Legislature,,https://votesnodgrass.com/,#N/A,#N/A,Wisconsin,#N/A,Yes,#N/A,White
1057,Cathy Connolly,USA,North America,13,2009,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Wyoming House of Representatives,State Legislature,,http://www.connollyforhouse.com/,#N/A,#N/A,Wyoming,#N/A,Yes,#N/A,White
1058,"Jack Jackson, Jr.",USA,North America,2,2002,#N/A,#N/A,2005,Gay,Man,Democratic Party,Left,Arizona State Senate,State Legislature,,"https://ballotpedia.org/Jack_C._Jackson,_Jr.",#N/A,#N/A,Arizona,#N/A,No,#N/A,Native American
1059,Stephanie Byers,USA,North America,86,2021,#N/A,#N/A,#N/A,Lesbian,Trans/Woman,Democratic Party,Left,Kansas House of Representatives,State Legislature,,https://www.byersforkansas.com/about,#N/A,#N/A,Kansas,#N/A,Yes,#N/A,#N/A
1060,Ashley Manlove,USA,North America,26,2019,#N/A,#N/A,#N/A,Lesbian,Woman,Democratic Party,Left,Missouri House of Representatives,State Legislature,,https://ballotpedia.org/Ashley_Bland_Manlove,#N/A,#N/A,Missouri,#N/A,Yes,#N/A,#N/A
1061,Cecelia Gonzalez,USA,North America,16,2021,#N/A,#N/A,#N/A,Bisexual,Woman,Democratic Party,Left,Nevada State Assembly,State Legislature,,https://www.ceceliagonzaleznv.com/,#N/A,#N/A,Nevada,#N/A,Yes,#N/A,#N/A
1062,Janelle Sarauw,USA,North America,St.Thomas-St. John,2017,#N/A,#N/A,#N/A,Lesbian,Woman,Independent,Independent,US Virgin Islands Senate,State Legislature,,https://www.janelleksarauw.com/,#N/A,#N/A,U.S.Virgin Island,#N/A,Yes,#N/A,Black
1063,Diana Gonzalez,USA,North America,Chittenden 6-7,2015,#N/A,#N/A,2020,Lesbian,Woman,Progressive/Democratic Party,Left,Vermont House of Representatives,State Legislature,,https://ballotpedia.org/Diana_Gonzalez_(Vermont),#N/A,#N/A,Vermont,#N/A,No,#N/A,White
1064,Taylor Small,USA,North America,Chittenden-6-7,2021,#N/A,#N/A,#N/A,Transgender,Trans/Woman,Progressive/Democratic Party,Left,Vermont House of Representatives,State Legislature,,https://www.taylorsmallvt.com/,#N/A,#N/A,Vermont,#N/A,Yes,#N/A,White
1065,Hershel Nunez,USA,North America,Hillsborough 37,2018,#N/A,#N/A,#N/A,Queer,Man,Republican Party,Religious Right,New Hampshire House of Representatives,State Legislature,,#N/A,#N/A,#N/A,New Hampshire,#N/A,Yes,#N/A,Latinx
1066,Steve May,USA,North America,17,1998,#N/A,#N/A,2002,Gay,Man,Republican Party,Religious Right,Arizona House of Representatives,State Legislature,,https://ballotpedia.org/Steve_May_(Arizona),#N/A,#N/A,Arizona,#N/A,No,#N/A,White
1067,Ed Poelstra,USA,North America,14,2000,#N/A,#N/A,2002,Gay,Man,Republican Party,Religious Right,Arizona House of Representatives,State Legislature,,https://justfacts.votesmart.org/candidate/biography/28513/edward-poelstra,#N/A,#N/A,Arizona,#N/A,No,#N/A,White
1068,Roy Ashburn,USA,North America,32,1996,#N/A,#N/A,2002,Gay,Man,Republican Party,Religious Right,California State Assembly,State Legislature,,https://ballotpedia.org/Roy_Ashburn,#N/A,#N/A,California,#N/A,No,#N/A,White
1069,Roy Ashburn,USA,North America,18,2002,#N/A,#N/A,2010,Gay,Man,Republican Party,Religious Right,California State Senate,State Legislature,,https://ballotpedia.org/Roy_Ashburn,#N/A,#N/A,California,#N/A,No,#N/A,White
1070,John F. Scott,USA,North America,40,2014,#N/A,#N/A,2017,Gay,Man,Republican Party,Religious Right,Connecticut House of Representatives,State Legislature,,https://ballotpedia.org/John_F._Scott,#N/A,#N/A,Connecticut,#N/A,No,#N/A,White
1071,Tom Hannegan,USA,North America,65,2021,#N/A,#N/A,#N/A,Gay,Man,Republican Party,Religious Right,Missouri House of Representatives,State Legislature,,http://www.tomhannegan.com/about.html,#N/A,#N/A,Missouri,#N/A,Yes,#N/A,White
1072,Jason Elliott,USA,North America,22,2016,#N/A,#N/A,#N/A,Gay,Man,Republican Party,Religious Right,South Carolina House of Representatives,State Legislature,,http://jasonelliottlaw.com/about/jason/,#N/A,#N/A,South Carolina,#N/A,Yes,#N/A,White
1073,Eddie Mannis,USA,North America,18,2021,#N/A,#N/A,#N/A,Gay,Man,Republican Party,Religious Right,Tennessee House of Representatives,State Legislature,,https://www.eddiemannis.com/,#N/A,#N/A,Tennessee,#N/A,Yes,#N/A,White
1074,Skyler Rude,USA,North America,16,2019,#N/A,#N/A,#N/A,Gay,Man,Republican Party,Religious Right,Washington House of Representatives,State Legislature,,https://skylerrude.houserepublicans.wa.gov/,#N/A,#N/A,Washington,#N/A,Yes,#N/A,White
1075,Todd Novak,USA,North America,51,2014,#N/A,#N/A,#N/A,Gay,Man,Republican Party,Religious Right,Wisconsin State Assembly,State Legislature,,https://www.novakforwisconsin.com/,#N/A,#N/A,Wisconsin,#N/A,Yes,#N/A,White
